,city,year,weekofyear,week_start_date,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,station_avg_temp_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases
146,sj,1993,7,1993-02-19,0.2274143,14.71,297.76,297.971428571,293.342857143,296.4,7.2,76.5328571429,14.71,14.7528571429,26.271428571399998,31.7,20.6,2.8,13
147,sj,1993,8,1993-02-26,0.2615857,0.0,296.768571429,296.87142857099997,292.301428571,294.6,21.5,76.2171428571,0.0,13.8271428571,25.7,32.2,20.6,5.5,13
148,sj,1993,9,1993-03-05,0.1399167,0.0,297.01428571400004,297.242857143,291.911428571,295.2,1.8,73.2257142857,0.0,13.4942857143,25.5714285714,30.0,21.1,2.3,21
149,sj,1993,10,1993-03-12,0.2538286,0.0,296.42571428599996,296.642857143,290.775714286,294.1,2.7,70.6457142857,0.0,12.5828571429,24.9,29.4,19.4,2.5,17
150,sj,1993,11,1993-03-19,0.1717714,9.68,297.85571428599997,298.01428571400004,293.69285714299997,295.5,10.5,77.7842857143,9.68,15.0642857143,26.9285714286,33.3,21.1,0.5,11
151,sj,1993,12,1993-03-26,0.20418570000000003,27.0,297.585714286,297.671428571,293.222857143,296.3,13.0,76.8485714286,27.0,14.648571428599999,26.1428571429,31.1,20.6,12.8,8
152,sj,1993,13,1993-04-02,0.11742860000000001,0.0,297.34,297.44285714299997,293.812857143,295.7,20.27,80.7957142857,0.0,15.2,26.8857142857,32.8,22.2,4.1,8
153,sj,1993,14,1993-04-09,0.2082143,7.49,297.745714286,297.892857143,293.75285714299997,296.2,14.2,78.5642857143,7.49,15.1628571429,27.2,32.8,21.1,4.6,6
154,sj,1993,15,1993-04-16,0.0834,19.74,298.012857143,298.0,294.065714286,295.9,23.2,78.9614285714,19.74,15.5,27.0714285714,33.3,22.2,11.7,6
155,sj,1993,16,1993-04-23,0.1317,114.85,297.528571429,297.742857143,294.07285714299996,294.5,63.49,81.27142857140001,114.85,15.488571428599998,25.8714285714,31.1,21.7,8.4,7
156,sj,1993,17,1993-04-30,0.1252286,33.35,298.591428571,298.69285714299997,295.194285714,297.0,34.3,81.6557142857,33.35,16.5971428571,27.485714285700002,32.8,22.2,28.3,12
157,sj,1993,18,1993-05-07,0.12915710000000002,37.35,298.152857143,298.185714286,295.26,296.9,40.7,84.0814285714,37.35,16.6585714286,26.9428571429,32.2,22.2,114.3,17
158,sj,1993,19,1993-05-14,0.1070286,34.9,297.671428571,297.69285714299997,294.847142857,296.1,142.4,84.52142857140001,34.9,16.2671428571,26.471428571399997,31.1,22.8,18.3,10
159,sj,1993,20,1993-05-21,0.1866833,14.84,298.604285714,298.721428571,295.32428571400004,296.4,55.67,82.4357142857,14.84,16.8571428571,28.228571428600002,33.9,23.3,4.6,10
160,sj,1993,21,1993-05-28,0.0644,78.17,299.364285714,299.37857142900003,296.67571428599996,297.6,100.2,85.3985714286,78.17,18.185714285699998,28.9428571429,33.9,23.3,32.1,18
161,sj,1993,22,1993-06-04,0.1761,62.2,298.844285714,298.914285714,296.451428571,297.3,93.2,86.9,62.2,17.9514285714,27.6428571429,31.1,22.8,58.3,19
162,sj,1993,23,1993-06-11,0.14848570000000003,8.48,300.658571429,300.73571428599996,296.978571429,298.5,20.2,80.6157142857,8.48,18.4914285714,29.9,34.4,25.0,1.3,12
163,sj,1993,24,1993-06-18,0.2193714,30.65,299.184285714,299.26428571400004,295.742857143,297.7,55.5,81.4928571429,30.65,17.13,27.728571428600002,32.2,23.3,57.9,22
164,sj,1993,25,1993-06-25,0.1343571,93.75,299.521428571,299.492857143,296.294285714,297.5,74.0,82.6085714286,93.75,17.7128571429,27.342857142899998,33.3,22.2,60.4,12
165,sj,1993,26,1993-07-02,0.2187714,8.49,299.70428571400004,299.842857143,296.51,298.2,27.5,82.8328571429,8.49,17.9228571429,28.842857142899998,32.8,25.0,7.2,21
166,sj,1993,27,1993-07-09,0.1590429,37.28,299.567142857,299.62857142900003,296.03,297.5,72.8,81.1485714286,37.28,17.407142857100002,28.2428571429,32.8,24.4,21.0,18
167,sj,1993,28,1993-07-16,0.2203714,73.94,299.58428571400003,299.707142857,296.055714286,297.7,67.7,81.2157142857,73.94,17.46,27.8857142857,32.2,22.2,92.2,16
168,sj,1993,29,1993-07-23,0.1923714,4.81,299.891428571,299.964285714,295.94,298.3,29.4,79.15,4.81,17.317142857100002,28.5,33.3,24.4,13.0,16
169,sj,1993,30,1993-07-30,0.1236,78.03,299.237142857,299.26428571400004,296.592857143,298.0,109.0,85.55142857140001,78.03,18.0342857143,27.9428571429,32.2,22.2,71.4,22
170,sj,1993,31,1993-08-06,0.2581143,12.38,300.062857143,300.26428571400004,296.857142857,298.3,12.6,82.8828571429,12.38,18.3271428571,29.028571428600003,32.8,24.4,0.8,17
171,sj,1993,32,1993-08-13,0.16925710000000002,7.25,300.12142857099997,300.35,296.56142857099996,298.7,21.8,81.0128571429,7.25,17.9885714286,29.028571428600003,32.8,25.0,18.1,25
172,sj,1993,33,1993-08-20,0.16328570000000003,106.83,299.67,299.771428571,296.512857143,297.8,62.7,83.0757142857,106.83,17.9528571429,29.4142857143,33.9,24.4,12.7,23
173,sj,1993,34,1993-08-27,0.2159143,1.36,299.918571429,299.98571428599996,296.49,297.9,26.9,81.7271428571,1.36,17.9171428571,28.971428571399997,33.3,24.4,17.1,12
174,sj,1993,35,1993-09-03,0.15091429999999997,30.85,299.97571428599997,300.035714286,296.107142857,298.5,34.4,79.6285714286,30.85,17.5271428571,28.657142857100002,32.8,24.4,28.8,25
175,sj,1993,36,1993-09-10,0.05133333,43.26,299.761428571,299.857142857,296.12857142900003,298.2,42.1,80.6842857143,43.26,17.5614285714,28.4285714286,32.8,23.3,43.4,28
176,sj,1993,37,1993-09-17,0.18658570000000002,14.42,299.672857143,299.785714286,296.291428571,298.3,50.0,81.7942857143,14.42,17.7042857143,28.6,32.8,23.9,23.1,27
177,sj,1993,38,1993-09-24,0.1168857,71.36,300.067142857,300.142857143,296.461428571,298.2,57.9,80.9014285714,71.36,17.9528571429,28.157142857100002,32.8,23.3,8.7,18
178,sj,1993,39,1993-10-01,0.09423333,72.86,299.885714286,299.94285714299997,296.651428571,298.4,76.0,82.61,72.86,18.12,28.285714285700003,32.8,23.9,26.7,23
179,sj,1993,40,1993-10-08,0.16527139999999998,27.62,299.591428571,299.607142857,296.63285714299997,298.2,55.36,83.8414285714,27.62,18.1042857143,28.014285714299998,33.3,23.3,16.8,23
180,sj,1993,41,1993-10-15,0.17318570000000003,8.01,299.957142857,300.042857143,296.42571428599996,298.7,35.8,81.1028571429,8.01,17.86,28.4,32.2,24.4,27.0,29
181,sj,1993,42,1993-10-22,0.14968570000000003,0.0,300.18142857099997,300.242857143,296.168571429,298.0,17.0,78.8071428571,0.0,17.592857142899998,28.2,33.3,23.9,6.4,38
182,sj,1993,43,1993-10-29,0.1092667,70.07,299.788571429,299.721428571,296.114285714,298.1,57.6,80.3985714286,70.07,17.5557142857,28.0714285714,32.8,23.9,25.4,36
183,sj,1993,44,1993-11-05,0.1569,0.0,299.885714286,299.921428571,296.007142857,298.5,16.1,79.5042857143,0.0,17.4414285714,27.9,32.8,23.3,4.1,43
184,sj,1993,45,1993-11-12,0.1696,0.0,299.228571429,299.35,295.298571429,297.8,25.6,79.0371428571,0.0,16.6628571429,27.6428571429,32.8,23.3,6.7,46
185,sj,1993,46,1993-11-19,0.11174289999999999,12.5,298.845714286,299.05,295.18857142900004,297.5,70.71,80.3771428571,12.5,16.58,27.1714285714,31.7,22.8,48.8,31
186,sj,1993,47,1993-11-26,0.2705857,91.81,298.571428571,298.678571429,295.255714286,296.8,118.1,82.1542857143,91.81,16.661428571400002,26.8857142857,31.7,22.2,46.4,25
187,sj,1993,48,1993-12-03,0.08941429,6.09,298.627142857,298.721428571,294.965714286,297.2,25.7,80.4657142857,6.09,16.4014285714,26.785714285700003,33.3,21.1,5.5,40
188,sj,1993,49,1993-12-10,0.08283333,5.29,298.218571429,298.19285714299997,294.52,296.6,43.4,80.3028571429,5.29,15.9328571429,26.528571428600003,30.6,21.1,20.8,31
189,sj,1993,50,1993-12-17,0.08,14.82,298.565714286,298.585714286,294.16,296.2,28.6,76.8542857143,14.82,15.5714285714,26.228571428600002,31.1,21.1,7.7,38
190,sj,1993,51,1993-12-24,0.07024286,42.62,298.218571429,298.335714286,294.234285714,296.1,33.6,78.8285714286,42.62,15.65,26.0428571429,31.7,21.7,37.6,30
191,sj,1994,52,1994-01-01,0.07024286,5.25,298.527142857,298.778571429,294.401428571,296.0,3.4,78.0185714286,5.25,15.78,26.971428571399997,32.8,21.7,0.3,22
192,sj,1994,1,1994-01-08,0.1785143,12.6,298.19142857099996,298.285714286,293.585714286,296.3,19.5,75.7428571429,12.6,14.951428571400001,25.5,29.4,21.1,41.0,31
193,sj,1994,2,1994-01-15,0.21445,0.0,297.59,297.69285714299997,293.721428571,296.0,19.4,79.15,0.0,15.0971428571,25.4571428571,29.4,21.1,13.4,26
194,sj,1994,3,1994-01-22,0.1407143,0.0,297.912857143,297.94285714299997,293.37,296.2,16.4,75.9842857143,0.0,14.7757142857,25.0857142857,30.0,20.0,26.6,35
195,sj,1994,4,1994-01-29,0.19851429999999998,0.0,297.571428571,297.707142857,293.531428571,296.3,19.04,78.38142857140001,0.0,14.9385714286,25.3285714286,29.4,20.6,9.7,36
196,sj,1994,5,1994-02-05,0.2156,0.0,297.588571429,297.714285714,293.23,295.8,21.8,76.8257142857,0.0,14.6342857143,25.785714285700003,30.0,20.6,3.6,39
197,sj,1994,6,1994-02-12,0.069175,0.0,297.515714286,297.571428571,292.852857143,295.9,11.5,75.31,0.0,14.2885714286,25.2571428571,29.4,21.1,9.1,25
198,sj,1994,7,1994-02-19,0.2834143,0.0,297.77428571400003,297.94285714299997,292.577142857,295.5,7.2,72.88571428569999,0.0,14.02,25.7,30.6,21.1,9.7,31
199,sj,1994,8,1994-02-26,0.07407143,0.0,297.455714286,297.564285714,292.672857143,296.1,11.5,74.7885714286,0.0,14.1571428571,25.7428571429,30.6,20.6,7.9,37
200,sj,1994,9,1994-03-05,0.15308329999999998,0.0,297.23571428599996,297.335714286,293.12857142900003,295.4,16.7,77.91571428569999,0.0,14.558571428599999,25.3142857143,30.6,20.6,16.2,33
201,sj,1994,10,1994-03-12,0.1224143,7.15,297.268571429,297.407142857,293.887142857,295.5,18.7,81.5185714286,7.15,15.2585714286,25.8857142857,31.1,21.7,15.8,25
202,sj,1994,11,1994-03-19,0.14055,0.0,297.50142857099996,297.671428571,292.864285714,295.6,6.69,75.4357142857,0.0,14.3342857143,25.842857142899998,31.1,21.1,16.8,24
203,sj,1994,12,1994-03-26,0.1368429,0.0,298.01428571400004,298.214285714,293.17571428599996,295.5,2.9,74.6471428571,0.0,14.617142857100001,26.728571428600002,32.8,20.6,0.0,18
204,sj,1994,13,1994-04-02,0.11952860000000001,46.62,298.281428571,298.464285714,293.532857143,296.8,6.66,75.0828571429,46.62,14.9457142857,26.7,33.3,21.1,1.0,23
205,sj,1994,14,1994-04-09,0.11902860000000001,0.0,298.12,298.314285714,293.151428571,296.8,4.4,73.9514285714,0.0,14.5471428571,26.4285714286,31.1,21.7,2.3,13
206,sj,1994,15,1994-04-16,0.1552429,0.0,297.537142857,297.62142857099997,293.734285714,296.0,37.0,79.5171428571,0.0,15.1471428571,25.971428571399997,30.0,21.1,16.7,18
207,sj,1994,16,1994-04-23,0.1754571,0.0,297.541428571,297.73571428599996,292.852857143,296.3,16.6,75.2471428571,0.0,14.2942857143,25.971428571399997,30.0,22.2,28.7,14
208,sj,1994,17,1994-04-30,0.09371667,0.0,298.32428571400004,298.492857143,293.455714286,296.8,4.9,74.5157142857,0.0,14.8814285714,26.6714285714,31.7,22.2,13.2,17
209,sj,1994,18,1994-05-07,0.13214289999999998,68.0,298.92714285700004,299.092857143,295.23571428599996,297.0,14.1,80.3528571429,68.0,16.621428571400003,27.7571428571,33.3,22.8,10.5,22
210,sj,1994,19,1994-05-14,0.1063143,10.46,298.55714285700003,298.7,294.924285714,297.2,21.1,80.4628571429,10.46,16.28,27.4142857143,31.7,23.9,3.3,13
211,sj,1994,20,1994-05-21,0.16082860000000002,16.5,298.474285714,298.55,295.38428571400004,297.3,28.9,83.13571428569999,16.5,16.7671428571,27.714285714299997,33.3,22.8,29.3,24
212,sj,1994,21,1994-05-28,0.2084857,17.52,299.94142857099996,300.228571429,296.064285714,297.7,7.9,79.5028571429,17.52,17.4871428571,29.1,33.9,24.4,6.9,31
213,sj,1994,22,1994-06-04,0.1616143,6.59,299.597142857,299.778571429,295.342857143,297.8,16.7,77.66428571430001,6.59,16.7128571429,28.5714285714,33.3,23.3,1.6,34
214,sj,1994,23,1994-06-11,0.05854286,42.53,299.327142857,299.535714286,295.642857143,298.0,21.5,80.3828571429,42.53,17.0157142857,28.228571428600002,32.8,23.3,67.3,31
215,sj,1994,24,1994-06-18,0.2158429,13.82,299.60571428599997,299.8,295.491428571,298.3,3.7,78.2928571429,13.82,16.8314285714,28.3285714286,32.8,24.4,5.4,31
216,sj,1994,25,1994-06-25,0.13911429999999997,38.34,299.5,299.635714286,295.462857143,298.0,26.51,78.7042857143,38.34,16.8371428571,28.0714285714,32.8,23.9,23.4,38
217,sj,1994,26,1994-07-02,0.1551857,12.67,299.861428571,300.007142857,295.852857143,298.0,22.9,79.0271428571,12.67,17.2285714286,28.4,32.8,23.9,10.2,49
218,sj,1994,27,1994-07-09,0.11334289999999998,15.39,299.125714286,299.178571429,295.154285714,297.9,54.83,78.80571428569999,15.39,16.4785714286,27.9285714286,32.2,23.9,19.5,42
219,sj,1994,28,1994-07-16,0.18058570000000002,9.77,299.481428571,299.65,295.168571429,297.9,18.52,77.3028571429,9.77,16.502857142899998,28.1714285714,32.2,23.9,28.7,49
220,sj,1994,29,1994-07-23,0.1907429,43.28,299.932857143,300.1,295.562857143,297.8,9.9,77.1028571429,43.28,16.8828571429,28.2571428571,32.8,23.9,9.8,55
221,sj,1994,30,1994-07-30,0.1939,2.79,299.977142857,300.12857142900003,295.237142857,298.5,3.3,75.4357142857,2.79,16.58,28.514285714299998,33.3,24.4,1.0,80
222,sj,1994,31,1994-08-06,0.1122143,26.96,299.575714286,299.635714286,295.362857143,297.4,22.9,77.7957142857,26.96,16.7085714286,28.2571428571,33.3,23.9,48.5,84
223,sj,1994,32,1994-08-13,0.02865,30.03,299.518571429,299.678571429,295.465714286,297.9,12.5,78.58428571430001,30.03,16.8314285714,28.3857142857,33.3,23.9,3.6,72
224,sj,1994,33,1994-08-20,0.22135,17.77,300.01,300.12857142900003,295.487142857,298.3,16.6,76.4371428571,17.77,16.8642857143,28.514285714299998,33.3,24.4,20.4,89
225,sj,1994,34,1994-08-27,0.1767286,3.24,300.364285714,300.535714286,295.93142857099997,298.5,11.56,76.92,3.24,17.338571428599998,28.5714285714,32.8,24.4,4.3,115
226,sj,1994,35,1994-09-03,0.2040857,59.91,300.392857143,300.535714286,296.29571428599996,298.7,20.24,78.4828571429,59.91,17.7057142857,29.4285714286,33.9,25.6,11.0,179
227,sj,1994,36,1994-09-10,0.24797139999999998,19.45,300.07428571400004,300.178571429,296.13142857099996,297.6,28.3,79.1385714286,19.45,17.5214285714,29.285714285700003,33.3,24.4,14.4,202
228,sj,1994,37,1994-09-17,0.192925,61.11,299.951428571,300.05714285700003,295.907142857,298.2,70.4,78.75,61.11,17.3057142857,28.5571428571,34.4,23.9,50.8,272
229,sj,1994,38,1994-09-24,0.192925,39.22,299.885714286,300.035714286,295.961428571,298.1,50.7,79.3142857143,39.22,17.3542857143,28.3714285714,32.2,24.4,34.3,302
230,sj,1994,39,1994-10-01,0.192925,55.88,299.508571429,299.642857143,295.821428571,297.7,45.2,80.3728571429,55.88,17.2485714286,28.014285714299998,33.9,23.3,31.5,395
231,sj,1994,40,1994-10-08,0.192925,0.63,300.377142857,300.5,295.362857143,298.7,2.8,74.1171428571,0.63,16.744285714300002,28.714285714299997,34.4,24.4,8.2,426
232,sj,1994,41,1994-10-15,0.192925,16.7,299.638571429,299.62142857099997,295.481428571,297.8,40.8,78.2257142857,16.7,16.9,28.3285714286,35.0,23.9,39.2,461
233,sj,1994,42,1994-10-22,0.192925,75.57,300.238571429,300.4,295.685714286,298.3,15.81,76.3485714286,75.57,17.1242857143,28.5714285714,35.0,23.9,5.4,381
234,sj,1994,43,1994-10-29,0.192925,111.52,298.81142857099996,298.857142857,296.171428571,297.5,64.85,85.4171428571,111.52,17.641428571400002,27.6714285714,32.8,23.3,39.2,333
235,sj,1994,44,1994-11-05,0.192925,5.41,299.86714285700003,300.05,295.845714286,298.3,15.6,78.6857142857,5.41,17.2642857143,28.157142857100002,32.2,24.4,1.9,353
236,sj,1994,45,1994-11-12,0.192925,32.26,299.297142857,299.12857142900003,295.58,297.2,36.6,80.0957142857,32.26,16.9842857143,27.3142857143,31.7,22.2,54.5,410
237,sj,1994,46,1994-11-19,0.192925,32.17,299.198571429,299.3,296.174285714,297.5,47.5,83.58428571430001,32.17,17.6442857143,27.285714285700003,32.8,22.2,47.5,364
238,sj,1994,47,1994-11-26,0.192925,11.16,299.422857143,299.457142857,296.377142857,297.6,23.7,83.5028571429,11.16,17.8485714286,27.8571428571,33.9,23.3,49.3,359
239,sj,1994,48,1994-12-03,0.192925,17.52,298.851428571,298.85,294.812857143,296.3,27.4,78.56,17.52,16.178571428599998,26.8857142857,31.7,21.1,35.9,288
240,sj,1994,49,1994-12-10,0.192925,45.95,297.80857142900004,297.95,295.20428571400004,296.6,106.09,85.57,45.95,16.58,26.3714285714,30.0,22.2,58.2,221
241,sj,1994,50,1994-12-17,0.192925,0.0,298.624285714,298.742857143,293.93857142900004,297.2,16.5,75.4557142857,0.0,15.3271428571,26.5857142857,31.7,21.7,7.4,149
242,sj,1994,51,1994-12-24,0.192925,0.0,298.581428571,298.69285714299997,294.211428571,296.9,12.2,76.91428571430001,0.0,15.5957142857,26.6428571429,31.7,22.2,12.9,112
243,sj,1995,52,1995-01-01,0.19477779999999997,71.43,298.838571429,299.107142857,295.674285714,296.7,30.4,82.8671428571,71.43,17.067142857100002,27.3142857143,32.8,22.2,9.2,154
244,sj,1995,1,1995-01-08,0.2587429,0.0,297.33,297.4,292.734285714,294.7,12.5,75.83857142859999,0.0,14.25,25.7,31.7,20.0,40.4,91
245,sj,1995,2,1995-01-15,0.17161429999999997,0.0,298.284285714,298.45,293.30857142900004,296.8,3.59,74.0471428571,0.0,14.6985714286,25.771428571399998,30.0,21.7,10.5,72
246,sj,1995,3,1995-01-22,0.2293714,37.99,296.58428571400003,296.707142857,292.83,295.0,32.88,79.5528571429,37.99,14.281428571400001,24.7571428571,28.9,20.0,29.0,56
247,sj,1995,4,1995-01-29,0.1340714,0.0,297.592857143,298.01428571400004,293.532857143,295.0,6.2,78.33,0.0,14.947142857100001,26.1285714286,32.8,20.6,9.9,46
248,sj,1995,5,1995-02-05,0.20994290000000002,0.0,297.35,297.65,293.91,295.6,43.3,81.4042857143,0.0,15.274285714300001,25.5,31.7,21.1,26.9,37
249,sj,1995,6,1995-02-12,0.17138570000000003,0.0,297.85571428599997,298.01428571400004,293.025714286,295.2,3.6,74.6557142857,0.0,14.46,26.0857142857,32.8,20.0,0.0,26
250,sj,1995,7,1995-02-19,0.2123286,0.0,298.221428571,298.464285714,293.88285714299997,295.8,10.07,77.02142857140001,0.0,15.2271428571,26.6285714286,32.2,20.6,2.8,17
251,sj,1995,8,1995-02-26,0.1254143,0.0,297.508571429,297.51428571400004,293.13285714299997,295.9,29.08,76.6342857143,0.0,14.53,25.9285714286,31.7,21.7,29.5,17
252,sj,1995,9,1995-03-05,0.10995999999999999,0.0,297.17571428599996,297.257142857,293.444285714,295.4,50.73,79.8171428571,0.0,14.8528571429,25.2428571429,30.6,20.0,51.7,20
253,sj,1995,10,1995-03-12,0.18648570000000003,0.0,297.081428571,297.278571429,293.81142857099996,295.2,36.42,82.0528571429,0.0,15.191428571400001,25.5,30.0,21.1,16.9,11
254,sj,1995,11,1995-03-19,0.1547429,19.43,297.11,297.085714286,292.821428571,294.6,18.6,77.02,19.43,14.3042857143,25.2571428571,31.7,21.1,16.5,7
255,sj,1995,12,1995-03-26,0.2497143,0.0,296.48,296.707142857,290.63142857099996,294.0,6.7,69.8614285714,0.0,12.4814285714,24.6285714286,31.7,18.9,2.3,16
256,sj,1995,13,1995-04-02,0.3054571,0.0,296.887142857,297.042857143,290.37857142900003,293.5,4.6,67.36428571430001,0.0,12.331428571400002,25.2428571429,30.0,20.0,4.1,14
257,sj,1995,14,1995-04-09,0.2684143,0.0,297.66571428599997,297.921428571,292.555714286,294.6,0.0,73.4,0.0,14.1228571429,25.971428571399997,32.8,19.4,0.0,16
258,sj,1995,15,1995-04-16,0.1489429,5.43,298.56,298.742857143,294.338571429,296.9,2.1,77.6057142857,5.43,15.735714285699999,27.285714285700003,32.8,22.8,0.0,5
259,sj,1995,16,1995-04-23,0.2366143,6.44,297.83,298.007142857,293.554285714,296.0,19.6,77.3214285714,6.44,15.01,26.657142857100002,32.8,21.1,72.0,2
260,sj,1995,17,1995-04-30,0.1873,0.0,297.511428571,297.685714286,292.1,295.8,2.7,71.9371428571,0.0,13.69,26.3285714286,31.1,21.7,1.0,6
261,sj,1995,18,1995-05-07,0.15797139999999998,20.96,298.788571429,299.071428571,294.202857143,297.3,4.1,76.0728571429,20.96,15.617142857100001,27.842857142899998,34.4,22.2,2.8,5
262,sj,1995,19,1995-05-14,0.17088570000000003,9.01,299.13142857099996,299.357142857,295.428571429,297.0,9.0,80.2614285714,9.01,16.8228571429,27.771428571399998,34.4,22.8,29.7,4
263,sj,1995,20,1995-05-21,0.1605714,119.62,298.995714286,299.085714286,295.398571429,297.1,17.4,80.8657142857,119.62,16.788571428599997,26.9142857143,31.1,21.7,101.6,3
264,sj,1995,21,1995-05-28,0.2402714,204.62,299.45428571400004,299.578571429,295.994285714,297.3,17.3,81.4471428571,204.62,17.4128571429,27.228571428600002,31.7,22.2,97.5,4
265,sj,1995,22,1995-06-04,0.1095714,178.89,299.602857143,299.607142857,295.992857143,298.1,20.33,80.7271428571,178.89,17.411428571400002,27.7,33.3,23.3,9.1,16
266,sj,1995,23,1995-06-11,0.2119,106.04,298.68857142900004,298.65,295.827142857,297.5,86.8,84.3457142857,106.04,17.2171428571,27.3,31.1,22.8,35.5,8
267,sj,1995,24,1995-06-18,0.15598570000000003,20.16,299.828571429,299.9,295.892857143,298.4,16.57,79.1371428571,20.16,17.2957142857,27.771428571399998,32.8,22.8,43.5,7
268,sj,1995,25,1995-06-25,0.1920429,26.56,300.11571428599996,300.142857143,296.625714286,298.2,35.24,81.34,26.56,18.0528571429,28.842857142899998,33.3,24.4,10.5,10
269,sj,1995,26,1995-07-02,0.2656857,2.04,300.68,300.80714285700003,296.741428571,298.7,13.7,79.38,2.04,18.2071428571,29.214285714299997,33.9,24.4,15.8,14
270,sj,1995,27,1995-07-09,0.2420429,41.18,301.007142857,301.092857143,296.145714286,298.6,9.22,75.0657142857,41.18,17.5657142857,29.657142857100002,34.4,25.0,16.0,7
271,sj,1995,28,1995-07-16,0.2196714,25.89,299.944285714,299.978571429,296.582857143,298.5,60.59,81.96,25.89,18.0128571429,29.285714285700003,34.4,24.4,21.4,9
272,sj,1995,29,1995-07-23,0.16648570000000001,36.58,300.401428571,300.664285714,296.848571429,299.0,38.3,81.09,36.58,18.3542857143,29.228571428600002,33.9,25.0,30.6,11
273,sj,1995,30,1995-07-30,0.1322286,101.64,299.988571429,299.957142857,297.244285714,298.6,62.31,85.08857142859999,101.64,18.7771428571,28.5571428571,33.3,23.9,43.3,23
274,sj,1995,31,1995-08-06,0.2030286,60.71,300.0,300.0,297.11,298.4,102.4,84.3757142857,60.71,18.6728571429,28.7,33.9,23.9,30.1,17
275,sj,1995,32,1995-08-13,0.1653571,19.79,300.262857143,300.285714286,296.55857142900004,298.6,40.3,80.3971428571,19.79,18.0428571429,29.0,33.9,23.3,27.3,19
276,sj,1995,33,1995-08-20,0.1886714,4.05,300.554285714,300.685714286,297.27,298.2,17.7,82.6257142857,4.05,18.8571428571,30.0714285714,34.4,25.6,8.7,24
277,sj,1995,34,1995-08-27,0.1324714,75.11,299.952857143,299.98571428599996,296.887142857,298.1,96.1,83.49142857140001,75.11,18.404285714300002,28.4285714286,33.3,23.3,66.0,17
278,sj,1995,35,1995-09-03,0.19681429999999997,35.83,300.174285714,300.242857143,296.85,298.5,55.21,82.2257142857,35.83,18.3971428571,29.1142857143,32.2,24.4,12.8,28
279,sj,1995,36,1995-09-10,0.16995710000000003,20.23,301.218571429,301.35,296.994285714,298.2,8.6,78.1457142857,20.23,18.5457142857,29.5714285714,34.4,23.9,20.4,40
280,sj,1995,37,1995-09-17,0.1392,40.29,300.21,300.2,297.051428571,298.1,122.7,82.91142857140001,40.29,18.63,29.3714285714,35.0,24.4,77.1,33
281,sj,1995,38,1995-09-24,0.2176167,121.4,300.067142857,300.135714286,296.964285714,298.3,82.5,83.3142857143,121.4,18.5285714286,29.5857142857,35.6,25.0,71.2,31
282,sj,1995,39,1995-10-01,0.09934286,36.72,300.155714286,300.207142857,296.771428571,298.7,11.6,81.8542857143,36.72,18.2542857143,29.9571428571,34.4,25.6,13.3,33
283,sj,1995,40,1995-10-08,0.1295571,68.18,299.781428571,299.728571429,296.66,297.2,74.5,83.13571428569999,68.18,18.1457142857,28.0571428571,32.2,23.9,45.6,29
284,sj,1995,41,1995-10-15,0.1375429,45.63,299.54,299.564285714,296.63428571400004,298.0,53.98,84.2071428571,45.63,18.1385714286,28.3857142857,32.2,24.4,19.1,30
285,sj,1995,42,1995-10-22,0.11944289999999999,55.67,299.794285714,299.842857143,296.161428571,297.8,40.8,80.66428571430001,55.67,17.621428571400003,27.842857142899998,33.9,23.3,39.1,36
286,sj,1995,43,1995-10-29,0.13744289999999998,54.74,299.44142857099996,299.421428571,296.337142857,297.6,46.4,83.2142857143,54.74,17.8471428571,27.471428571399997,32.2,23.3,53.6,48
287,sj,1995,44,1995-11-05,0.2854286,30.3,299.772857143,299.94285714299997,296.17,298.1,40.4,80.86428571430001,30.3,17.67,28.0428571429,33.9,23.3,13.5,40
288,sj,1995,45,1995-11-12,0.2354857,0.0,299.097142857,299.285714286,295.22,297.5,32.4,79.4042857143,0.0,16.6042857143,27.228571428600002,31.7,23.3,53.6,28
289,sj,1995,46,1995-11-19,0.19034289999999998,24.86,299.622857143,299.80714285700003,295.37,297.8,9.9,77.6385714286,24.86,16.77,27.157142857100002,31.1,22.8,2.8,36
290,sj,1995,47,1995-11-26,0.2549,90.49,299.275714286,299.4,295.14,297.7,12.7,78.1414285714,90.49,16.5414285714,27.3142857143,32.2,22.8,5.9,19
291,sj,1995,48,1995-12-03,0.1688714,20.21,299.452857143,299.55,295.837142857,298.0,13.69,80.6771428571,20.21,17.2571428571,27.2,33.3,22.8,13.5,34
292,sj,1995,49,1995-12-10,0.2371143,0.0,299.201428571,299.4,294.687142857,297.6,12.8,76.3328571429,0.0,16.0657142857,27.014285714299998,31.1,22.2,14.9,23
293,sj,1995,50,1995-12-17,0.1348,0.0,298.461428571,298.578571429,294.731428571,297.4,23.6,79.9857142857,0.0,16.1057142857,26.6142857143,30.6,22.2,20.9,17
294,sj,1995,51,1995-12-24,0.11165710000000001,0.0,298.194285714,298.221428571,293.971428571,296.5,40.3,77.6371428571,0.0,15.371428571400001,25.714285714299997,30.0,22.2,53.9,17
